id,url,last_modified,date,updated_by,responsible
apresentacao,https://www.sorocaba.unesp.br/#!/pesquisa/laboratorio-de-analise-e-caracterizacao-de-amostras/apresentacao,Atualizada em 12/Abr/2014 16:35 por Leonardo Fernandes Fraceto - Responsável: Danilo,12/Abr/2014,Leonardo Fernandes Fraceto,Danilo
equipamento,https://www.sorocaba.unesp.br/#!/pesquisa/laboratorio-de-analise-e-caracterizacao-de-amostras/equipamento,Atualizada em 12/Abr/2014 16:35 por Leonardo Fernandes Fraceto - Responsável: Danilo,15/Ago/2022,Gisele,Danilo
acesso-ao-equipamento,https://www.sorocaba.unesp.br/#!/pesquisa/laboratorio-de-analise-e-caracterizacao-de-amostras/acesso-ao-equipamento,Atualizada em 15/Ago/2022 08:59 por Gisele - Responsável: Danilo,15/Ago/2022,Leonardo Fernandes Fraceto,Danilo
normas-de-uso-dos-equipamentos,https://www.sorocaba.unesp.br/#!/pesquisa/laboratorio-de-analise-e-caracterizacao-de-amostras/normas-de-uso-dos-equipamentos,Atualizada em 12/Abr/2014 16:31 por Leonardo Fernandes Fraceto - Responsável: Danilo,12/Abr/2014,Leonardo Fernandes Fraceto,Danilo
custeio-do-uso-do-equipamento,https://www.sorocaba.unesp.br/#!/pesquisa/laboratorio-de-analise-e-caracterizacao-de-amostras/custeio-do-uso-do-equipamento,Atualizada em 02/Nov/2017 07:42 por Leonardo Fernandes Fraceto - Responsável: Danilo,02/Nov/2017,Leonardo Fernandes Fraceto,Danilo
solicitacao-de-uso,https://www.sorocaba.unesp.br/#!/pesquisa/laboratorio-de-analise-e-caracterizacao-de-amostras/solicitacao-de-uso,Atualizada em 12/Abr/2014 16:33 por Leonardo Fernandes Fraceto - Responsável: Danilo,12/Abr/2014,Leonardo Fernandes Fraceto,Danilo
contato,https://www.sorocaba.unesp.br/#!/pesquisa/laboratorio-de-analise-e-caracterizacao-de-amostras/contato,Atualizada em 02/Nov/2017 07:43 por Leonardo Fernandes Fraceto - Responsável: Danilo,02/Nov/2017,Leonardo Fernandes Fraceto,Danilo
laboratorio-de-investigacao-em-filmes-e-superficies-lifs,https://www.sorocaba.unesp.br/#!/pesquisa/laboratorio-de-investigacao-em-filmes-e-superficies-lifs,Atualizada em 02/Nov/2017 07:44 por Leonardo Fernandes Fraceto - Responsável: Danilo,02/Nov/2017,Leonardo Fernandes Fraceto,Danilo
apresentacao,https://www.sorocaba.unesp.br/#!/pesquisa/equipamentos-multiusuarios/apresentacao,Atualizada em 25/Abr/2019 15:45 por - Responsável: Danilo,25/Abr/2019,,Danilo
equipamentos,https://www.sorocaba.unesp.br/#!/pesquisa/equipamentos-multiusuarios/equipamentos,Atualizada em 25/Abr/2019 15:45 por - Responsável: Danilo,25/Abr/2019,,Danilo
regras-de-uso,https://www.sorocaba.unesp.br/#!/pesquisa/equipamentos-multiusuarios/regras-de-uso,Atualizada em 17/Set/2025 15:46 por Alexandre de Oliveira Jorgetto - Responsável: Leonardo Fernandes Fraceto,17/Set/2025,Alexandre de Oliveira Jorgetto,Leonardo Fernandes Fraceto
comissao-de-gestao,https://www.sorocaba.unesp.br/#!/pesquisa/equipamentos-multiusuarios/comissao-de-gestao,Atualizada em 14/Nov/2023 09:09 por Leonardo Fernandes Fraceto - Responsável: Leonardo Fernandes Fraceto,14/Nov/2023,Leonardo Fernandes Fraceto,Leonardo Fernandes Fraceto
contatos,https://www.sorocaba.unesp.br/#!/pesquisa/equipamentos-multiusuarios/contatos,Atualizada em 14/Nov/2023 08:30 por Leonardo Fernandes Fraceto - Responsável: Leonardo Fernandes Fraceto,14/Nov/2023,Leonardo Fernandes Fraceto,Leonardo Fernandes Fraceto
comissao-assessora-de-pesquisa,https://www.sorocaba.unesp.br/#!/pesquisa/comissao-assessora-de-pesquisa,Atualizada em 14/Nov/2023 09:10 por Leonardo Fernandes Fraceto - Responsável: Leonardo Fernandes Fraceto,14/Nov/2023,Leonardo Fernandes Fraceto,Leonardo Fernandes Fraceto
atas-e-pautas,https://www.sorocaba.unesp.br/#!/pesquisa/comissao-assessora-de-pesquisa/atas-e-pautas,Atualizada em 25/Jun/2025 14:05 por Marcos Malaquias - Responsável: Danilo,25/Jun/2025,Marcos Malaquias,Danilo
composicao,https://www.sorocaba.unesp.br/#!/pesquisa/comissao-assessora-de-pesquisa/composicao,Atualizada em 21/Mar/2023 11:45 por Marcos Malaquias - Responsável: Danilo,21/Mar/2023,Marcos Malaquias,Danilo
calendario,https://www.sorocaba.unesp.br/#!/pesquisa/comissao-assessora-de-pesquisa/calendario,Atualizada em 25/Jun/2025 14:05 por Marcos Malaquias - Responsável: Danilo,25/Jun/2025,Danilo,Danilo
congresso-de-iniciacao-cientifica-cic,https://www.sorocaba.unesp.br/#!/pesquisa/congresso-de-iniciacao-cientifica-cic,Atualizada em 04/Dez/2023 10:06 por Danilo - Responsável: Danilo,04/Dez/2023,Danilo,Danilo
regulamento-da-1-fase,https://www.sorocaba.unesp.br/#!/pesquisa/congresso-de-iniciacao-cientifica-cic/regulamento-da-1-fase,Atualizada em 05/Ago/2025 17:01 por Marcos Malaquias - Responsável: Marcos Malaquias,05/Ago/2025,Marcos Malaquias,Marcos Malaquias
cronograma,https://www.sorocaba.unesp.br/#!/pesquisa/congresso-de-iniciacao-cientifica-cic/cronograma,Atualizada em 08/Ago/2025 16:36 por Marcos Malaquias - Responsável: Marcos Malaquias,08/Ago/2025,Marcos Malaquias,Marcos Malaquias
resultados,https://www.sorocaba.unesp.br/#!/pesquisa/congresso-de-iniciacao-cientifica-cic/resultados,Atualizada em 16/Out/2025 14:21 por Marcos Malaquias - Responsável: Marcos Malaquias,16/Out/2025,Marcos Malaquias,Marcos Malaquias
classificados-2-fase-e-premiacao,https://www.sorocaba.unesp.br/#!/pesquisa/congresso-de-iniciacao-cientifica-cic/classificados-2-fase-e-premiacao,Atualizada em 15/Out/2025 13:31 por Marcos Malaquias - Responsável: Marcos Malaquias,15/Out/2025,Marcos Malaquias,Marcos Malaquias
comissoes-de-etica-em-pesquisa,https://www.sorocaba.unesp.br/#!/pesquisa/comissoes-de-etica-em-pesquisa,Atualizada em 15/Out/2025 13:46 por Marcos Malaquias - Responsável: Marcos Malaquias,15/Out/2025,Marcos Malaquias,Marcos Malaquias
comunidade,https://www.sorocaba.unesp.br/#!/comunidade,Not Found,Not Found,Not Found,Not Found
documentos,https://www.sorocaba.unesp.br/#!/comunidade/documentos,Atualizada em 17/Set/2024 00:23 por Fernando Marafão - Responsável: Fernando Marafão,17/Set/2024,Fernando Marafão,Fernando Marafão
projetos,https://www.sorocaba.unesp.br/#!/comunidade/projetos,Not Found,Not Found,Not Found,Not Found
eventos,https://www.sorocaba.unesp.br/#!/comunidade/eventos,Atualizada em 16/Set/2024 23:32 por Fernando Marafão - Responsável: Fernando Marafão,16/Set/2024,Fernando Marafão,Fernando Marafão
cultura-e-esportes,https://www.sorocaba.unesp.br/#!/comunidade/cultura-e-esportes,Atualizada em 02/Abr/2024 10:05 por Gisele - Responsável: Fernando Marafão,02/Abr/2024,Gisele,Fernando Marafão
agenda-de-eventos,https://www.sorocaba.unesp.br/#!/comunidade/cultura-e-esportes/agenda-de-eventos,Atualizada em 09/Dez/2024 11:26 por Gisele - Responsável: Fernando Marafão,09/Dez/2024,Gisele,Fernando Marafão
eventos-realizados,https://www.sorocaba.unesp.br/#!/comunidade/cultura-e-esportes/eventos-realizados,Atualizada em 09/Dez/2024 11:26 por Gisele - Responsável: Fernando Marafão,09/Dez/2024,Gisele,Fernando Marafão
comissao-cac,https://www.sorocaba.unesp.br/#!/comunidade/cultura-e-esportes/comissao-cac,Atualizada em 09/Dez/2024 11:26 por Gisele - Responsável: Fernando Marafão,09/Dez/2024,Gisele,Fernando Marafão
normas,https://www.sorocaba.unesp.br/#!/comunidade/cultura-e-esportes/normas,Atualizada em 03/Fev/2025 16:06 por Gisele - Responsável: Fernando Marafão,03/Fev/2025,Gisele,Fernando Marafão
esportes,https://www.sorocaba.unesp.br/#!/comunidade/esportes,Atualizada em 03/Fev/2025 16:06 por Gisele - Responsável: Fernando Marafão,03/Fev/2025,Gisele,Fernando Marafão
apresentacao,https://www.sorocaba.unesp.br/#!/comunidade/esportes/apresentacao,Atualizada em 18/Ago/2023 16:33 por Gisele - Responsável: Carlos Reche,18/Ago/2023,Gisele,Carlos Reche
eventos-realizados,https://www.sorocaba.unesp.br/#!/comunidade/esportes/eventos-realizados,Not Found,Not Found,Not Found,Not Found
comissao,https://www.sorocaba.unesp.br/#!/comunidade/esportes/comissao,Atualizada em 21/Ago/2023 08:48 por Gisele - Responsável: Fernando Marafão,21/Ago/2023,Gisele,Fernando Marafão
links,https://www.sorocaba.unesp.br/#!/comunidade/esportes/links,Atualizada em 16/Out/2025 09:01 por Gisele - Responsável: Carlos Reche,16/Out/2025,Gisele,Carlos Reche
ligas-academicas,https://www.sorocaba.unesp.br/#!/comunidade/ligas-academicas,Atualizada em 21/Ago/2023 08:31 por - Responsável: Fernando Marafão,21/Ago/2023,,Fernando Marafão
apresentacao,https://www.sorocaba.unesp.br/#!/comunidade/ligas-academicas/apresentacao,Atualizada em 19/Mai/2025 11:08 por Ermogenes - Responsável: Fernando Marafão,19/Mai/2025,Ermogenes,Fernando Marafão
ligas-academicas-credenciadas,https://www.sorocaba.unesp.br/#!/comunidade/ligas-academicas/ligas-academicas-credenciadas,Atualizada em 29/Fev/2024 11:20 por Ermogenes - Responsável: Fernando Marafão,29/Fev/2024,Ermogenes,Fernando Marafão
empresa-junior---dinamica,https://www.sorocaba.unesp.br/#!/comunidade/empresa-junior---dinamica,Atualizada em 29/Fev/2024 11:20 por Ermogenes - Responsável: Fernando Marafão,29/Fev/2024,Ermogenes,Fernando Marafão
comissao-permanente,https://www.sorocaba.unesp.br/#!/comunidade/comissao-permanente,Atualizada em 03/Jun/2023 17:27 por Ingrid Carpim Ambar - Responsável: Ingrid Carpim Ambar,03/Jun/2023,Ingrid Carpim Ambar,Ingrid Carpim Ambar
composicao,https://www.sorocaba.unesp.br/#!/comunidade/comissao-permanente/composicao,Atualizada em 26/Jun/2025 14:45 por Ermogenes - Responsável: Fernando Marafão,26/Jun/2025,Ermogenes,Fernando Marafão
atas-da-cpeuc,https://www.sorocaba.unesp.br/#!/comunidade/comissao-permanente/atas-da-cpeuc,Atualizada em 26/Jun/2025 14:45 por Ermogenes - Responsável: Fernando Marafão,26/Jun/2025,Ermogenes,Fernando Marafão
calendario,https://www.sorocaba.unesp.br/#!/comunidade/comissao-permanente/calendario,Not Found,Not Found,Not Found,Not Found
legislacao,https://www.sorocaba.unesp.br/#!/comunidade/comissao-permanente/legislacao,Atualizada em 21/Jan/2025 18:06 por Ermogenes - Responsável: Ermogenes,21/Jan/2025,Ermogenes,Ermogenes
guias-e-tutoriais,https://www.sorocaba.unesp.br/#!/comunidade/comissao-permanente/guias-e-tutoriais,Not Found,Not Found,Not Found,Not Found
grupos-de-competicao,https://www.sorocaba.unesp.br/#!/comunidade/grupos-de-competicao,Not Found,Not Found,Not Found,Not Found
home,https://www.sorocaba.unesp.br/#!/comunidade/grupos-de-competicao/home,Atualizada em 28/Mai/2025 15:50 por Marilza Antunes de Lemos - Responsável: Marilza Antunes de Lemos,28/Mai/2025,Marilza Antunes de Lemos,Marilza Antunes de Lemos
team,https://www.sorocaba.unesp.br/#!/comunidade/grupos-de-competicao/team,Atualizada em 28/Mai/2025 15:50 por Marilza Antunes de Lemos - Responsável: Marilza Antunes de Lemos,28/Mai/2025,Marilza Antunes de Lemos,Marilza Antunes de Lemos
ongoing-projects,https://www.sorocaba.unesp.br/#!/comunidade/grupos-de-competicao/ongoing-projects,Atualizada em 02/Jun/2025 12:18 por Marilza Antunes de Lemos - Responsável: Marilza Antunes de Lemos,02/Jun/2025,Marilza Antunes de Lemos,Marilza Antunes de Lemos
history,https://www.sorocaba.unesp.br/#!/comunidade/grupos-de-competicao/history,Atualizada em 03/Jun/2025 01:29 por Marilza Antunes de Lemos - Responsável: Marilza Antunes de Lemos,03/Jun/2025,Marilza Antunes de Lemos,Marilza Antunes de Lemos
publications,https://www.sorocaba.unesp.br/#!/comunidade/grupos-de-competicao/publications,Atualizada em 02/Jun/2025 05:23 por Marilza Antunes de Lemos - Responsável: Marilza Antunes de Lemos,02/Jun/2025,Marilza Antunes de Lemos,Marilza Antunes de Lemos
students-team,https://www.sorocaba.unesp.br/#!/comunidade/grupos-de-competicao/students-team,Atualizada em 01/Jun/2025 02:38 por Marilza Antunes de Lemos - Responsável: Marilza Antunes de Lemos,01/Jun/2025,Marilza Antunes de Lemos,Marilza Antunes de Lemos
photos,https://www.sorocaba.unesp.br/#!/comunidade/grupos-de-competicao/photos,Atualizada em 28/Mai/2025 16:00 por Marilza Antunes de Lemos - Responsável: Marilza Antunes de Lemos,28/Mai/2025,Marilza Antunes de Lemos,Marilza Antunes de Lemos
internacional,https://www.sorocaba.unesp.br/#!/internacional,Atualizada em 06/Jun/2025 19:09 por Marilza Antunes de Lemos - Responsável: Marilza Antunes de Lemos,06/Jun/2025,Marilza Antunes de Lemos,Marilza Antunes de Lemos
fale-conosco,https://www.sorocaba.unesp.br/#!/internacional/fale-conosco,Atualizada em 21/Ago/2025 18:33 por Ermogenes - Responsável: William Dantas Vichete,21/Ago/2025,Ermogenes,William Dantas Vichete
concursos,https://www.sorocaba.unesp.br/#!/concursos,Not Found,Not Found,Not Found,Not Found
concurso-livre-docente,https://www.sorocaba.unesp.br/#!/concursos/concurso-livre-docente,Not Found,Not Found,Not Found,Not Found
concursos-abertos,https://www.sorocaba.unesp.br/#!/concursos/concurso-livre-docente/concursos-abertos,Atualizada em 08/Abr/2020 13:02 por - Responsável: Rodrial Shwermann Barros Rodrigues,08/Abr/2020,,Rodrial Shwermann Barros Rodrigues
concurso-tecnico-administrativo,https://www.sorocaba.unesp.br/#!/concursos/concurso-tecnico-administrativo,Atualizada em 07/Jun/2023 10:59 por Marcos Malaquias - Responsável: Marcos Malaquias,07/Jun/2023,Marcos Malaquias,Marcos Malaquias
transparencia,https://www.sorocaba.unesp.br/#!/transparencia,Atualizada em 30/Jul/2025 15:11 por Rodrial Shwermann Barros Rodrigues - Responsável: Rodrial Shwermann Barros Rodrigues,30/Jul/2025,Rodrial Shwermann Barros Rodrigues,Rodrial Shwermann Barros Rodrigues
atividades-academicas,https://www.sorocaba.unesp.br/#!/transparencia/atividades-academicas,Atualizada em 04/Jan/2016 11:55 por Gisele - Responsável: Fabricio Ferreira Marciano,04/Jan/2016,Gisele,Fabricio Ferreira Marciano
graduacao,https://www.sorocaba.unesp.br/#!/transparencia/atividades-academicas/graduacao,Atualizada em 04/Jan/2016 11:55 por Gisele - Responsável: Fabricio Ferreira Marciano,04/Jan/2016,Gisele,Fabricio Ferreira Marciano
pos-graduacao,https://www.sorocaba.unesp.br/#!/transparencia/atividades-academicas/pos-graduacao,Atualizada em 26/Set/2023 10:57 por Marcos Dionizio - Responsável: Rogerio Moreno Rosa,26/Set/2023,Marcos Dionizio,Rogerio Moreno Rosa
pesquisa,https://www.sorocaba.unesp.br/#!/transparencia/atividades-academicas/pesquisa,Atualizada em 02/Jul/2025 17:03 por Carlos Reche - Responsável: Carlos Reche,02/Jul/2025,Carlos Reche,Carlos Reche
extensao,https://www.sorocaba.unesp.br/#!/transparencia/atividades-academicas/extensao,Atualizada em 02/Jul/2025 17:03 por Carlos Reche - Responsável: Carlos Reche,02/Jul/2025,Carlos Reche,Carlos Reche
gestao,https://www.sorocaba.unesp.br/#!/transparencia/gestao,Atualizada em 17/Set/2024 00:23 por Fernando Marafão - Responsável: Fernando Marafão,17/Set/2024,Fernando Marafão,Fernando Marafão
balancos,https://www.sorocaba.unesp.br/#!/transparencia/gestao/balancos,Atualizada em 17/Set/2024 00:23 por Fernando Marafão - Responsável: Fernando Marafão,17/Set/2024,Fernando Marafão,Fernando Marafão
despesas-pagas,https://www.sorocaba.unesp.br/#!/transparencia/gestao/despesas-pagas,Atualizada em 11/Abr/2025 16:03 por Rogério Pinto de Camargo - Responsável: Rogério Pinto de Camargo,11/Abr/2025,Rogério Pinto de Camargo,Rogério Pinto de Camargo
pdi,https://www.sorocaba.unesp.br/#!/transparencia/gestao/pdi,Not Found,Not Found,Not Found,Not Found
servico-de-aceso-a-informacao,https://www.sorocaba.unesp.br/#!/transparencia/servico-de-aceso-a-informacao,Not Found,Not Found,Not Found,Not Found
licitacoes,https://www.sorocaba.unesp.br/#!/transparencia/licitacoes,Not Found,Not Found,Not Found,Not Found
concorrencia-01-2025-sor-icts,https://www.sorocaba.unesp.br/#!/transparencia/licitacoes/concorrencia-01-2025-sor-icts,Not Found,Not Found,Not Found,Not Found
pregao-01-2025---emenda-parlamentar,https://www.sorocaba.unesp.br/#!/transparencia/licitacoes/pregao-01-2025---emenda-parlamentar,Not Found,Not Found,Not Found,Not Found
unesp-sorocaba-realiza-37-congresso-de-iniciacao-cientifica-e-destaca-projetos-inovadores-dos-alunos,https://www.sorocaba.unesp.br/#!/noticias/v/id::1770/unesp-sorocaba-realiza-37-congresso-de-iniciacao-cientifica-e-destaca-projetos-inovadores-dos-alunos,Not Found,Not Found,Not Found,Not Found
mudanca-climatica-e-cidades-resilientes-disciplina-oferecida-na-unesp-sorocaba-discute-emergencias-contemporaneas,https://www.sorocaba.unesp.br/#!/noticias/v/id::1774/mudanca-climatica-e-cidades-resilientes-disciplina-oferecida-na-unesp-sorocaba-discute-emergencias-contemporaneas,Not Found,Not Found,Not Found,Not Found
concursos-de-professor-assistente-rdidp-2025,https://www.sorocaba.unesp.br/#!/noticias/v/id::1773/concursos-de-professor-assistente-rdidp-2025,Not Found,Not Found,Not Found,Not Found
unesp-sorocaba-marca-presenca-no-congresso-brasileiro-de-eletronica-de-potencia-2025-com-apresentacoes-realizadas-por-professores-e-alunos,https://www.sorocaba.unesp.br/#!/noticias/v/id::1771/unesp-sorocaba-marca-presenca-no-congresso-brasileiro-de-eletronica-de-potencia-2025-com-apresentacoes-realizadas-por-professores-e-alunos,Not Found,Not Found,Not Found,Not Found
unesp-sobe-para-o-3-lugar-entre-as-melhores-universidades-do-brasil-em-ranking-internacional,https://www.sorocaba.unesp.br/#!/noticias/v/id::1772/unesp-sobe-para-o-3-lugar-entre-as-melhores-universidades-do-brasil-em-ranking-internacional,Not Found,Not Found,Not Found,Not Found
noticias,https://www.sorocaba.unesp.br/#!/noticias,Not Found,Not Found,Not Found,Not Found
biblioteca,https://www.sorocaba.unesp.br/#!/biblioteca,Not Found,Not Found,Not Found,Not Found
lmcmat,https://www.sorocaba.unesp.br/#!/lmcmat,Atualizada em 02/Set/2025 14:17 por Lucimara Kurokawa Shinoda - Responsável: Sabrina Luana da Silva Gonçalves,02/Set/2025,Lucimara Kurokawa Shinoda,Sabrina Luana da Silva Gonçalves
lmna,https://www.sorocaba.unesp.br/#!/lmna,Atualizada em 31/Mai/2019 09:23 por Nilson - Responsável: Nilson,31/Mai/2019,Nilson,Nilson
licitacoes,https://www.sorocaba.unesp.br/#!/licitacoes,Atualizada em 14/Nov/2023 09:11 por Leonardo Fernandes Fraceto - Responsável: Leonardo Fernandes Fraceto,14/Nov/2023,Leonardo Fernandes Fraceto,Leonardo Fernandes Fraceto
pregao-presencial-n-01-2023,https://www.sorocaba.unesp.br/#!/licitacoes/pregao-presencial-n-01-2023,Atualizada em 02/Fev/2024 11:40 por Samara Lara Obara - Responsável: Samara Lara Obara,02/Fev/2024,Samara Lara Obara,Samara Lara Obara
telefones,https://www.sorocaba.unesp.br/#!/telefones,Not Found,Not Found,Not Found,Not Found
teste1,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-ambiental3152/teste1,Atualizada em 09/Nov/2018 15:56 por Gisele - Responsável: Fernando Marafão,09/Nov/2018,Gisele,Fernando Marafão
teste2,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-ambiental3152/teste2,Atualizada em 09/Nov/2018 15:56 por Gisele - Responsável: Fernando Marafão,09/Nov/2018,Gisele,Fernando Marafão
chefia-do-dea,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-ambiental3152/teste2/chefia-do-dea,Atualizada em 12/Mar/2024 14:35 por Giovana Maia Antonangelo - Responsável: Giovana Maia Antonangelo,12/Mar/2024,Giovana Maia Antonangelo,Giovana Maia Antonangelo
conselho-do-dea,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-ambiental3152/teste2/conselho-do-dea,Atualizada em 04/Set/2025 15:02 por Giovana Maia Antonangelo - Responsável: Giovana Maia Antonangelo,04/Set/2025,Giovana Maia Antonangelo,Giovana Maia Antonangelo
gestao-2020---2022,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-ambiental3152/teste2/conselho-do-dea/gestao-2020---2022,Atualizada em 12/Mar/2024 13:41 por - Responsável: Giovana Maia Antonangelo,12/Mar/2024,,Giovana Maia Antonangelo
gestao-2022---2024,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-ambiental3152/teste2/conselho-do-dea/gestao-2022---2024,Atualizada em 12/Mar/2024 14:51 por Giovana Maia Antonangelo - Responsável: Giovana Maia Antonangelo,12/Mar/2024,Giovana Maia Antonangelo,Giovana Maia Antonangelo
gestao-2024---2026,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-ambiental3152/teste2/conselho-do-dea/gestao-2024---2026,Atualizada em 12/Mar/2024 14:51 por Giovana Maia Antonangelo - Responsável: Giovana Maia Antonangelo,12/Mar/2024,Giovana Maia Antonangelo,Giovana Maia Antonangelo
inicio,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/inicio,Atualizada em 12/Mar/2024 14:51 por Giovana Maia Antonangelo - Responsável: Giovana Maia Antonangelo,12/Mar/2024,Giovana Maia Antonangelo,Giovana Maia Antonangelo
apresentacao,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/apresentacao,Atualizada em 27/Ago/2025 11:36 por Fabiane - Responsável: Carina Yurie Esaki,27/Ago/2025,Fabiane,Carina Yurie Esaki
estrutura-administrativa,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/estrutura-administrativa,Atualizada em 23/Mar/2023 11:48 por Fabiane - Responsável: Carina Yurie Esaki,23/Mar/2023,Fabiane,Carina Yurie Esaki
conselho-do-deca,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/estrutura-administrativa/conselho-do-deca,Atualizada em 23/Mar/2023 11:48 por Fabiane - Responsável: Carina Yurie Esaki,23/Mar/2023,Fabiane,Carina Yurie Esaki
gestao-2024-2026,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/estrutura-administrativa/conselho-do-deca/gestao-2024-2026,Atualizada em 03/Fev/2025 09:27 por Fabiane - Responsável: Carina Yurie Esaki,03/Fev/2025,Fabiane,Carina Yurie Esaki
gestao-2022-2024,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/estrutura-administrativa/conselho-do-deca/gestao-2022-2024,Atualizada em 03/Fev/2025 09:27 por Fabiane - Responsável: Carina Yurie Esaki,03/Fev/2025,Fabiane,Carina Yurie Esaki
gestao-2020-2022,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/estrutura-administrativa/conselho-do-deca/gestao-2020-2022,Atualizada em 01/Fev/2023 08:56 por Fabiane - Responsável: Carina Yurie Esaki,01/Fev/2023,Fabiane,Carina Yurie Esaki
chefia-do-departamento,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/estrutura-administrativa/chefia-do-departamento,Atualizada em 17/Mar/2022 11:44 por Fabiane - Responsável: Carina Yurie Esaki,17/Mar/2022,Fabiane,Carina Yurie Esaki
gestao-2024-2026,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/estrutura-administrativa/chefia-do-departamento/gestao-2024-2026,Atualizada em 17/Set/2025 09:37 por Fabiane - Responsável: Carina Yurie Esaki,17/Set/2025,Fabiane,Carina Yurie Esaki
gestao-2022-2024,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/estrutura-administrativa/chefia-do-departamento/gestao-2022-2024,Atualizada em 17/Set/2025 09:37 por Fabiane - Responsável: Carina Yurie Esaki,17/Set/2025,Fabiane,Carina Yurie Esaki
gestao-2020-2022,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/estrutura-administrativa/chefia-do-departamento/gestao-2020-2022,Atualizada em 17/Mar/2022 11:47 por - Responsável: Carina Yurie Esaki,17/Mar/2022,,Carina Yurie Esaki
normas,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/estrutura-administrativa/normas,Atualizada em 17/Mar/2022 11:42 por - Responsável: Carina Yurie Esaki,17/Mar/2022,,Carina Yurie Esaki
equipe,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/equipe,Atualizada em 04/Abr/2023 15:11 por Fabiane - Responsável: Carina Yurie Esaki,04/Abr/2023,Fabiane,Carina Yurie Esaki
docentes,https://www.sorocaba.unesp.br/#!/ensino/departamentos/engenharia-de-controle-e-automacao/equipe/docentes,Atualizada em 31/Jan/2020 08:59 por - Responsável: Carina Yurie Esaki,31/Jan/2020,,Carina Yurie Esaki
engenharia-ambiental,https://www.sorocaba.unesp.br/#!/graduacao/engenharia-ambiental,Atualizada em 06/Ago/2025 09:30 por Fabiane - Responsável: Carina Yurie Esaki,06/Ago/2025,Fabiane,Carina Yurie Esaki
engenharia-de-controle-e-automacao,https://www.sorocaba.unesp.br/#!/graduacao/engenharia-de-controle-e-automacao,Atualizada em 22/Out/2024 15:17 por Marcos Dionizio - Responsável: Marcos Dionizio,22/Out/2024,Marcos Dionizio,Marcos Dionizio
--engenharia-eletrica-local,https://www.sorocaba.unesp.br/#!/pos-graduacao/--engenharia-eletrica-local,Atualizada em 03/Set/2025 19:59 por Adriano Luiz Imenes Dias - Responsável: Adriano Luiz Imenes Dias,03/Set/2025,Adriano Luiz Imenes Dias,Adriano Luiz Imenes Dias
2022,https://www.sorocaba.unesp.br/#!/comunidade/cultura-e-esportes/eventos-realizados/2022,Atualizada em 16/Out/2025 15:49 por Isabela Rita Hernendes Peres - Responsável: Isabela Rita Hernendes Peres,16/Out/2025,Isabela Rita Hernendes Peres,Isabela Rita Hernendes Peres
2023,https://www.sorocaba.unesp.br/#!/comunidade/cultura-e-esportes/eventos-realizados/2023,Atualizada em 11/Set/2024 15:21 por Gisele - Responsável: Fernando Marafão,11/Set/2024,Gisele,Fernando Marafão
2024,https://www.sorocaba.unesp.br/#!/comunidade/cultura-e-esportes/eventos-realizados/2024,Atualizada em 11/Set/2024 15:18 por Gisele - Responsável: Fernando Marafão,11/Set/2024,Gisele,Fernando Marafão
apresentacao,https://www.sorocaba.unesp.br/#!/extensao/ao-vivo-e-em-cores/apresentacao,Atualizada em 09/Dez/2024 11:31 por Gisele - Responsável: Fernando Marafão,09/Dez/2024,Gisele,Fernando Marafão
lince---liga-de-inteligencia-neurocomputacional-na-engenharia,https://www.sorocaba.unesp.br/#!/comunidade/ligas-academicas/ligas-academicas-credenciadas/lince---liga-de-inteligencia-neurocomputacional-na-engenharia,Atualizada em 09/Dez/2024 11:31 por Gisele - Responsável: Fernando Marafão,09/Dez/2024,Gisele,Fernando Marafão
atas-ate-2022,https://www.sorocaba.unesp.br/#!/comunidade/comissao-permanente/atas-da-cpeuc/atas-ate-2022,Atualizada em 31/Jan/2024 08:18 por Gisele - Responsável: Fernando Marafão,31/Jan/2024,Gisele,Fernando Marafão
